,Count,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Reason
5206,1,Patterson,95363,37.410236,-121.320337,Male,Yes,Yes,No,10,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,0,
5207,1,Planada,95365,37.329725,-120.306399,Male,No,No,No,32,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,0,
5208,1,Ripon,95366,37.750778,-121.13238,Male,No,No,No,13,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,0,
5209,1,Salida,95368,37.713152,-121.08739,Female,No,No,No,44,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,0,
5210,1,Snelling,95369,37.521708,-120.426843,Male,Yes,No,No,9,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,0,
5211,1,Sonora,95370,37.982716,-120.343732,Female,No,Yes,No,67,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,0,
5212,1,Tracy,95376,37.680968,-121.446049,Female,No,Yes,No,71,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555.0,0,
5213,1,Tuolumne,95379,37.939768,-120.188002,Male,No,No,No,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49.0,0,
5214,1,Twain Harte,95383,38.107441,-120.230625,Male,No,Yes,No,17,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,0,
5215,1,Westley,95387,37.546007,-121.28257,Male,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,20.95,0,
5216,1,Yosemite National Park,95389,37.704267,-119.607001,Female,Yes,Yes,No,32,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.3,2570.0,0,
5217,1,Santa Rosa,95401,38.460517,-122.790335,Male,No,Yes,Yes,41,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,0,
5218,1,Santa Rosa,95404,38.526941,-122.709096,Female,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,0,
5219,1,Santa Rosa,95407,38.394091,-122.739814,Male,No,Yes,Yes,62,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,0,
5220,1,Albion,95410,39.225694,-123.717354,Female,No,No,Yes,17,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,0,
5221,1,Annapolis,95412,38.731055,-123.316553,Female,No,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.25,1988.05,0,
5222,1,Boonville,95415,39.025867,-123.381544,Male,No,Yes,Yes,56,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,0,
5223,1,Branscomb,95417,39.710591,-123.682799,Female,No,No,No,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,0,
5224,1,Caspar,95420,39.361283,-123.784599,Male,No,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,0,
5225,1,Cazadero,95421,38.578807,-123.19338,Male,No,No,No,20,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,0,
5226,1,Clearlake,95422,38.965804,-122.631779,Male,No,Yes,Yes,19,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,387.4,0,
5227,1,Cloverdale,95425,38.801936,-122.938935,Male,No,No,No,53,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,0,
5228,1,Comptche,95427,39.239818,-123.565432,Male,No,No,No,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,130.5,0,
5229,1,Covelo,95428,39.83307,-123.178765,Male,No,Yes,Yes,9,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.35,767.9,0,
5230,1,Dos Rios,95429,39.756049,-123.358701,Female,No,Yes,Yes,8,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,0,
5231,1,Duncans Mills,95430,38.445603,-123.063756,Female,No,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,0,
5232,1,Forestville,95436,38.499302,-122.92444,Female,No,Yes,No,71,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.8,4689.15,0,
5233,1,Fort Bragg,95437,39.455555,-123.683979,Male,No,Yes,No,68,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.3,6754.35,0,
5234,1,Fulton,95439,38.493888,-122.777141,Male,No,No,No,34,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,0,
5235,1,Geyserville,95441,38.731771,-123.064272,Male,No,No,No,26,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,0,
5236,1,Glenhaven,95443,39.045246,-122.743181,Male,No,No,No,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,130.55,0,
5237,1,Graton,95444,38.434362,-122.86891,Female,No,Yes,No,20,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,0,
5238,1,Gualala,95445,38.848082,-123.50608,Female,No,Yes,No,60,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,0,
5239,1,Guerneville,95446,38.52576,-123.013347,Male,No,Yes,Yes,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.55,1432.55,0,
5240,1,Healdsburg,95448,38.618347,-122.908422,Female,Yes,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,0,
5241,1,Hopland,95449,38.93706,-123.118111,Male,No,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.25,101.9,0,
5242,1,Jenner,95450,38.505995,-123.187019,Male,No,Yes,Yes,16,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,313.4,0,
5243,1,Kelseyville,95451,38.93496,-122.792243,Female,Yes,Yes,No,62,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.85,6312.9,0,
5244,1,Kenwood,95452,38.419525,-122.521585,Female,No,No,No,10,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,629.55,0,
5245,1,Lakeport,95453,39.080469,-122.955176,Male,No,No,No,31,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,0,
5246,1,Laytonville,95454,39.806141,-123.531098,Female,No,Yes,No,71,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.1,1372.45,0,
5247,1,Little River,95456,39.245911,-123.77214,Male,No,No,No,58,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.8,1212.25,0,
5248,1,Lower Lake,95457,38.925545,-122.549083,Male,No,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,0,
5249,1,Lucerne,95458,39.141934,-122.770679,Female,No,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.1,6310.9,0,
5250,1,Manchester,95459,38.966713,-123.586412,Male,Yes,No,No,69,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031.0,0,
5251,1,Middletown,95461,38.787446,-122.58675,Female,No,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,0,
5252,1,Monte Rio,95462,38.471049,-123.015549,Female,No,Yes,No,26,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,0,
5253,1,Navarro,95463,39.182916,-123.552571,Female,No,Yes,No,33,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,0,
5254,1,Nice,95464,39.12334,-122.838198,Female,No,Yes,Yes,10,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,0,
5255,1,Occidental,95465,38.415003,-122.998726,Female,Yes,No,No,57,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.3,5779.6,0,
5256,1,Philo,95466,39.094102,-123.500853,Female,No,No,No,10,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.2,222.65,0,
5257,1,Point Arena,95468,38.911299,-123.609588,Female,No,Yes,Yes,39,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.2,914.6,0,
5258,1,Potter Valley,95469,39.408634,-123.045516,Female,No,No,No,11,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,246.3,0,
5259,1,Rio Nido,95471,38.522328,-122.97932,Female,No,Yes,Yes,68,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560.0,0,
5260,1,Sebastopol,95472,38.398815,-122.861923,Male,No,No,No,18,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0,0,
5261,1,Ukiah,95482,39.134075,-123.23422,Male,No,No,No,18,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,969.85,0,
5262,1,Upper Lake,95485,39.220368,-122.907693,Female,No,Yes,Yes,52,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,0,
5263,1,Westport,95488,39.724433,-123.767578,Male,No,Yes,Yes,56,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,0,
5264,1,Willits,95490,39.492046,-123.375818,Male,No,No,No,45,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,0,
5265,1,Windsor,95492,38.527297,-122.810044,Female,No,No,No,67,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.1,1759.55,0,
5266,1,Witter Springs,95493,39.222323,-122.985488,Male,No,Yes,No,3,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,101.1,0,
5267,1,Yorkville,95494,38.888351,-123.239647,Male,Yes,No,No,65,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,0,
5268,1,The Sea Ranch,95497,38.696659,-123.436861,Male,No,Yes,No,63,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,0,
5269,1,Eureka,95501,40.796621,-124.15428,Female,No,Yes,Yes,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,300.7,0,
5270,1,Eureka,95503,40.737431,-124.108897,Male,No,No,Yes,1,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,59.55,0,
5271,1,Alderpoint,95511,40.166028,-123.584144,Male,No,No,No,55,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,0,
5272,1,Blocksburg,95514,40.309088,-123.668201,Male,No,Yes,Yes,25,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,55.1,1466.1,0,
5273,1,Arcata,95521,40.839958,-124.003757,Female,No,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,1776.45,0,
5274,1,Bayside,95524,40.825486,-124.049485,Female,No,No,Yes,65,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,45.25,2933.95,0,
5275,1,Bridgeville,95526,40.372532,-123.525626,Male,No,Yes,Yes,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,144.35,0,
5276,1,Burnt Ranch,95527,40.854512,-123.450097,Female,No,Yes,No,72,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,0,
5277,1,Carlotta,95528,40.497283,-123.93037,Male,No,Yes,No,21,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,0,
5278,1,Crescent City,95531,41.701223,-124.003393,Female,No,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,0,
5279,1,Ferndale,95536,40.4785,-124.301372,Male,Yes,No,No,4,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,422.4,0,
5280,1,Fortuna,95540,40.584991,-124.121504,Male,No,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8332.15,0,
5281,1,Garberville,95542,40.057784,-123.679461,Female,No,No,No,6,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,0,
5282,1,Gasquet,95543,41.867908,-123.794144,Male,No,No,No,52,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.8,4331.4,0,
5283,1,Honeydew,95545,40.342928,-124.063329,Male,Yes,Yes,No,69,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.35,6382.0,0,
5284,1,Hydesville,95547,40.557314,-124.081662,Female,Yes,No,No,8,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,0,
5285,1,Klamath,95548,41.572813,-124.035011,Female,Yes,No,No,63,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,0,
5286,1,Kneeland,95549,40.664483,-123.865325,Male,No,No,No,60,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,0,
5287,1,Korbel,95550,40.7666,-123.80458,Female,No,Yes,No,12,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.2,690.5,0,
5288,1,Loleta,95551,40.665952,-124.240051,Female,No,No,No,13,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,0,
5289,1,Mad River,95552,40.390301,-123.412327,Male,No,No,No,22,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,0,
5290,1,Orick,95555,41.336354,-124.044354,Female,No,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1709.15,0,
5291,1,Orleans,95556,41.269521,-123.546958,Female,No,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.75,53.15,0,
5292,1,Petrolia,95558,40.274302,-124.210902,Female,No,Yes,Yes,40,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,777.35,0,
5293,1,Phillipsville,95559,40.184094,-123.745487,Male,No,Yes,Yes,44,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,860.85,0,
5294,1,Redway,95560,40.142256,-123.852927,Male,Yes,Yes,No,71,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,0,
5295,1,Salyer,95563,40.89866,-123.539754,Male,Yes,No,No,26,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,0,
5296,1,Scotia,95565,40.440636,-124.098739,Female,No,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,0,
5297,1,Somes Bar,95568,41.444606,-123.471895,Male,No,No,No,3,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.25,209.9,0,
5298,1,Redcrest,95569,40.363446,-123.835041,Male,No,No,No,13,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,610.75,0,
5299,1,Weott,95571,40.310119,-123.909449,Female,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.7,70.7,0,
5300,1,Willow Creek,95573,40.949012,-123.655847,Male,No,Yes,Yes,4,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,155.35,0,
5301,1,Leggett,95585,39.873371,-123.741474,Male,No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,144.0,0,
5302,1,Piercy,95587,39.955587,-123.681175,Male,No,Yes,No,72,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.95,7875.0,0,
5303,1,Whitethorn,95589,40.053159,-123.995867,Female,No,Yes,Yes,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.45,911.6,0,
5304,1,Amador City,95601,38.431407,-120.8421,Female,No,No,No,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.65,478.1,0,
5305,1,Auburn,95603,38.912881,-121.082766,Female,No,Yes,Yes,42,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.05,761.85,0,
5306,1,West Sacramento,95605,38.592745,-121.540036,Female,No,No,No,32,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.75,2282.95,0,
5307,1,Brooks,95606,38.809804,-122.241383,Female,No,Yes,Yes,22,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.8,1615.1,0,
5308,1,Capay,95607,38.681651,-122.130569,Male,No,Yes,No,42,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,1097.15,0,
5309,1,Carmichael,95608,38.626128,-121.328011,Female,No,No,No,8,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,369.3,0,
5310,1,Citrus Heights,95610,38.69508,-121.271616,Female,No,Yes,Yes,65,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.3,6725.3,0,
5311,1,Cool,95614,38.880622,-120.973865,Female,No,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.0,6293.2,0,
5312,1,Courtland,95615,38.311609,-121.554034,Male,No,No,Yes,22,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.15,432.5,0,
5313,1,Diamond Springs,95619,38.683605,-120.811852,Female,No,Yes,Yes,67,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.15,2434.45,0,
5314,1,Dixon,95620,38.392821,-121.799917,Female,No,No,No,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.2,532.1,0,
5315,1,Citrus Heights,95621,38.69549,-121.307864,Female,No,Yes,No,20,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,375.25,0,
5316,1,El Dorado,95623,38.63153,-120.842609,Female,No,No,Yes,2,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.2,125.95,0,
5317,1,Elk Grove,95624,38.434138,-121.30587,Male,No,No,No,51,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,1042.65,0,
5318,1,Elmira,95625,38.349195,-121.902943,Female,No,Yes,Yes,46,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,0,
5319,1,Esparto,95627,38.834469,-122.127193,Male,No,No,Yes,13,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.0,659.35,0,
5320,1,Fiddletown,95629,38.513484,-120.704613,Male,No,Yes,Yes,26,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,0,
5321,1,Foresthill,95631,39.031876,-120.811141,Male,No,No,Yes,19,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,377.55,0,
5322,1,Georgetown,95634,38.9386,-120.785514,Female,No,Yes,No,72,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.4,6058.95,0,
5323,1,Greenwood,95635,38.921333,-120.897718,Male,Yes,No,No,18,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.4,964.9,0,
5324,1,Herald,95638,38.313447,-121.123886,Male,No,No,No,24,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,0,
5325,1,Ione,95640,38.33788,-120.954202,Female,No,Yes,No,46,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,0,
5326,1,Isleton,95641,38.154823,-121.601358,Female,Yes,No,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,7748.75,0,
5327,1,Knights Landing,95645,38.875508,-121.765866,Female,Yes,Yes,No,70,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.85,6470.1,0,
5328,1,Kirkwood,95646,38.631489,-120.015167,Female,No,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.9,57.4,0,
5329,1,Lincoln,95648,38.922812,-121.312005,Male,No,Yes,No,31,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,0,
5330,1,Lotus,95651,38.815515,-120.916997,Female,No,Yes,Yes,16,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,0,
5331,1,Madison,95653,38.674276,-121.961866,Male,No,No,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1334.5,0,
5332,1,Mather,95655,38.549822,-121.266725,Male,No,Yes,Yes,13,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,252.0,0,
5333,1,Newcastle,95658,38.883224,-121.15918,Female,No,No,No,35,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,700.45,0,
5334,1,Nicolaus,95659,38.788898,-121.608624,Female,No,No,No,59,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.8,5655.45,0,
5335,1,North Highlands,95660,38.671295,-121.388251,Male,No,Yes,No,72,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,6747.35,0,
5336,1,Orangevale,95662,38.689174,-121.218435,Female,No,Yes,No,49,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.65,5174.35,0,
5337,1,Penryn,95663,38.859093,-121.182872,Female,No,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,105.6,0,
5338,1,Pilot Hill,95664,38.803731,-121.043799,Male,Yes,No,No,21,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,0,
5339,1,Pine Grove,95665,38.400264,-120.641274,Male,Yes,No,No,54,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.45,2966.95,0,
5340,1,Placerville,95667,38.733714,-120.795213,Male,No,No,No,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.15,61.15,0,
5341,1,Pleasant Grove,95668,38.833554,-121.498102,Male,No,No,No,6,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,0,
5342,1,Rancho Cordova,95670,38.602723,-121.279913,Male,No,No,Yes,49,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.2,5290.45,0,
5343,1,Rescue,95672,38.724322,-120.991237,Female,No,Yes,Yes,56,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.3,3346.8,0,
5344,1,Rio Linda,95673,38.688764,-121.457596,Female,Yes,No,No,56,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.85,5219.65,0,
5345,1,Rio Oso,95674,38.954144,-121.482536,Female,No,Yes,Yes,6,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55,217.5,0,
5346,1,River Pines,95675,38.545775,-120.743325,Male,No,No,No,32,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,607.7,0,
5347,1,Rocklin,95677,38.7904,-121.236973,Male,No,Yes,Yes,50,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.25,5431.4,0,
5348,1,Roseville,95678,38.759751,-121.288545,Male,No,Yes,Yes,58,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6004.85,0,
5349,1,Sheridan,95681,38.984756,-121.345074,Female,No,Yes,Yes,65,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.45,5957.9,0,
5350,1,Shingle Springs,95682,38.598936,-120.963092,Female,No,No,No,64,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86.4,5442.05,0,
